Station,DateTime,Ohms0,Ohms1,Ohms2,Ohms3,OhmsRef,Vbat,Temp
19Jan19_Tst2,02/03/19 06:49, 1188284, 116, 677, 1184, 471, 5.83, 16.00
19Jan19_Tst2,02/03/19 06:51, 1300798, 116, 677, 1184, 471, 5.82, 16.00
19Jan19_Tst2,02/03/19 07:00, 1483114, 116, 677, 1184, 471, 5.81, 16.00
19Jan19_Tst2,02/03/19 14:10, 1256761, 116, 677, 1184, 471, 5.82, 16.94
19Jan19_Tst2,02/03/19 14:12, 1310283, 116, 677, 1184, 471, 5.83, 16.94
19Jan19_Tst2,02/03/19 14:14, 1244442, 116, 677, 1184, 471, 5.83, 16.88
19Jan19_Tst2,02/03/19 14:16, 1289368, 116, 677, 1184, 471, 5.82, 16.88
19Jan19_Tst2,02/03/19 14:18, 1269483, 116, 677, 1184, 471, 5.83, 16.81
19Jan19_Tst2,02/03/19 14:20, 1276002, 116, 677, 1184, 471, 5.82, 16.88
19Jan19_Tst2,02/03/19 14:22, 1238428, 116, 677, 1184, 471, 5.82, 16.88
19Jan19_Tst2,02/03/19 14:24, 1226680, 116, 677, 1184, 471, 5.83, 16.88
19Jan19_Tst2,02/03/19 14:27, 1256761, 116, 677, 1184, 471, 5.81, 16.88
19Jan19_Tst2,02/03/19 14:29, 1289368, 116, 677, 1183, 471, 5.84, 16.88
19Jan19_Tst2,02/03/19 14:31, 1236034, 116, 677, 1184, 471, 5.85, 16.88
19Jan19_Tst2,02/03/19 14:33, 1339911, 116, 801, 1184, 471, 5.83, 16.88
19Jan19_Tst2,02/03/19 14:35, 1289368, 116, 742, 1184, 471, 5.81, 16.88
19Jan19_Tst2,02/03/19 14:37, 1307889, 116, 801, 1184, 471, 5.82, 16.88
19Jan19_Tst2,02/03/19 14:39, 1220942, 116, 738, 1184, 471, 5.81, 16.88
19Jan19_Tst2,02/03/19 14:42, 1254367, 116, 686, 1184, 471, 5.82, 16.81
19Jan19_Tst2,02/03/19 14:44, 1218548, 116, 699, 1184, 471, 5.82, 16.81
19Jan19_Tst2,02/03/19 14:46, 1300798, 116, 693, 1184, 471, 5.83, 16.81
19Jan19_Tst2,02/03/19 14:48, 1193525, 116, 695, 1184, 471, 5.83, 16.75
19Jan19_Tst2,02/03/19 14:50, 1324837, 116, 718, 1184, 471, 5.80, 16.75
19Jan19_Tst2,02/03/19 14:52, 1226680, 116, 684, 1184, 471, 5.83, 16.75
19Jan19_Tst2,02/03/19 14:54, 1322443, 116, 683, 1184, 471, 5.83, 16.75
19Jan19_Tst2,02/03/19 14:56, 1226680, 116, 685, 1184, 471, 5.81, 16.75
19Jan19_Tst2,02/03/19 14:59, 1291458, 116, 687, 1184, 471, 5.81, 16.75
19Jan19_Tst2,02/03/19 15:01, 1282630, 116, 695, 1184, 471, 5.81, 16.69
19Jan19_Tst2,02/03/19 15:43, 1267089, 116, 684, 1184, 471, 5.81, 16.63
19Jan19_Tst2,02/03/19 15:45, 1215291, 116, 683, 1184, 471, 5.81, 16.63
19Jan19_Tst2,02/03/19 15:47, 1238428, 116, 684, 1184, 471, 5.85, 16.63
19Jan19_Tst2,02/03/19 15:49, 1188284, 116, 683, 1184, 471, 5.83, 16.69
19Jan19_Tst2,02/03/19 15:51, 1296222, 116, 683, 1184, 471, 5.83, 16.69
19Jan19_Tst2,02/03/19 15:53, 1276002, 116, 684, 1184, 471, 5.81, 16.75
19Jan19_Tst2,02/03/19 15:56, 1296222, 116, 681, 1184, 471, 5.81, 16.75
19Jan19_Tst2,02/03/19 15:58, 1232508, 116, 684, 1184, 471, 5.81, 16.81
19Jan19_Tst2,02/03/19 16:00, 1324837, 116, 681, 1183, 471, 5.81, 16.81
19Jan19_Tst2,02/03/19 16:02, 1230114, 116, 683, 1184, 471, 5.83, 16.81
19Jan19_Tst2,02/03/19 16:04, 1256761, 116, 687, 1184, 471, 5.81, 16.88
19Jan19_Tst2,02/03/19 16:06, 1201851, 116, 680, 1184, 471, 5.82, 16.81
19Jan19_Tst2,02/03/19 16:08, 1244442, 116, 684, 1184, 471, 5.83, 16.81
19Jan19_Tst2,02/03/19 16:10, 1324837, 116, 738, 1184, 471, 5.83, 16.81
19Jan19_Tst2,02/03/19 16:13, 1273608, 116, 729, 1184, 471, 5.81, 16.81
19Jan19_Tst2,02/03/19 16:15, 1204245, 116, 736, 1184, 471, 5.82, 16.75
19Jan19_Tst2,02/03/19 16:17, 1332307, 116, 685, 1184, 471, 5.84, 16.75
19Jan19_Tst2,02/03/19 16:19, 1183119, 116, 689, 1184, 471, 5.81, 16.75
19Jan19_Tst2,02/03/19 16:21, 1248158, 116, 686, 1184, 471, 5.83, 16.75
19Jan19_Tst2,02/03/19 16:23, 1244442, 116, 689, 1184, 471, 5.83, 16.69
19Jan19_Tst2,02/03/19 16:25, 1339911, 116, 680, 1184, 471, 5.82, 16.69
19Jan19_Tst2,02/03/19 16:27, 1263070, 116, 681, 1184, 471, 5.81, 16.69
19Jan19_Tst2,02/03/19 16:29, 1322443, 116, 681, 1184, 471, 5.81, 16.69
19Jan19_Tst2,02/03/19 16:32, 1218548, 116, 686, 1184, 471, 5.81, 16.69
19Jan19_Tst2,02/03/19 16:34, 1303172, 116, 683, 1184, 471, 5.83, 16.69
19Jan19_Tst2,02/03/19 16:36, 1175635, 116, 687, 1184, 471, 5.81, 16.69
19Jan19_Tst2,02/03/19 16:38, 1276002, 116, 693, 1184, 471, 5.82, 16.69
19Jan19_Tst2,02/03/19 16:40, 1269483, 116, 684, 1184, 471, 5.82, 16.69
19Jan19_Tst2,02/03/19 16:42, 1361165, 116, 701, 1184, 471, 5.83, 16.69
19Jan19_Tst2,02/03/19 16:44, 1193525, 116, 689, 1184, 471, 5.83, 16.69
19Jan19_Tst2,02/03/19 16:46, 1282630, 116, 684, 1184, 471, 5.83, 16.69
19Jan19_Tst2,02/03/19 16:49, 1282630, 116, 745, 1184, 471, 5.82, 16.63
19Jan19_Tst2,02/03/19 16:51, 1242048, 116, 700, 1184, 471, 5.83, 16.69
19Jan19_Tst2,02/03/19 16:53, 1226680, 116, 696, 1184, 471, 5.83, 16.63
19Jan19_Tst2,02/03/19 16:55, 1324837, 116, 714, 1184, 471, 5.80, 16.63
19Jan19_Tst2,02/03/19 16:57, 1289368, 116, 695, 1184, 471, 5.84, 16.63
19Jan19_Tst2,02/03/19 16:59, 1305519, 116, 692, 1184, 471, 5.83, 16.63
19Jan19_Tst2,02/03/19 17:01, 1256761, 116, 683, 1184, 471, 5.82, 16.63
19Jan19_Tst2,02/03/19 17:03, 1277866, 116, 687, 1184, 471, 5.83, 16.63
19Jan19_Tst2,02/03/19 17:06, 1263070, 116, 685, 1184, 471, 5.81, 16.63
19Jan19_Tst2,02/03/19 17:08, 1421754, 116, 682, 1184, 471, 5.82, 16.63
19Jan19_Tst2,02/03/19 17:10, 1193525, 116, 681, 1184, 471, 5.82, 16.63
19Jan19_Tst2,02/03/19 17:12, 1307889, 116, 682, 1184, 471, 5.81, 16.63
19Jan19_Tst2,02/03/19 17:14, 1232508, 116, 685, 1184, 471, 5.82, 16.63
19Jan19_Tst2,02/03/19 17:16, 1361165, 116, 683, 1184, 471, 5.82, 16.63
19Jan19_Tst2,02/03/19 17:18, 1238428, 116, 690, 1184, 471, 5.83, 16.63
19Jan19_Tst2,02/03/19 17:20, 1256761, 116, 686, 1184, 471, 5.83, 16.69
19Jan19_Tst2,02/03/19 17:23, 1238428, 116, 695, 1184, 471, 5.81, 16.75
19Jan19_Tst2,02/03/19 17:25, 1244442, 116, 690, 1184, 471, 5.82, 16.81
19Jan19_Tst2,02/03/19 17:27, 1215291, 116, 677, 1184, 471, 5.82, 16.81
19Jan19_Tst2,02/03/19 17:29, 1339911, 116, 677, 1184, 471, 5.83, 16.81
19Jan19_Tst2,02/03/19 17:31, 1220942, 116, 677, 1184, 471, 5.81, 16.81
19Jan19_Tst2,02/03/19 17:33, 1388546, 116, 677, 1184, 471, 5.83, 16.75
19Jan19_Tst2,02/03/19 17:35, 1256761, 116, 677, 1184, 471, 5.82, 16.75
19Jan19_Tst2,02/03/19 17:37, 1244442, 116, 677, 1184, 471, 5.80, 16.75
19Jan19_Tst2,02/03/19 17:40, 1220942, 116, 677, 1184, 471, 5.83, 16.75
19Jan19_Tst2,02/03/19 17:42, 1371734, 116, 677, 1184, 471, 5.83, 16.75
19Jan19_Tst2,02/03/19 17:44, 1226680, 116, 677, 1184, 471, 5.80, 16.69
19Jan19_Tst2,02/03/19 17:46, 1230114, 116, 677, 1184, 471, 5.83, 16.75
19Jan19_Tst2,02/03/19 17:48, 1269483, 116, 677, 1184, 471, 5.82, 16.69
19Jan19_Tst2,02/03/19 17:50, 1332307, 116, 677, 1184, 471, 5.81, 16.69
19Jan19_Tst2,02/03/19 17:52, 1209726, 116, 677, 1184, 471, 5.81, 16.69
19Jan19_Tst2,02/03/19 17:54, 1332307, 116, 677, 1184, 471, 5.83, 16.69
19Jan19_Tst2,02/03/19 17:57, 1244442, 116, 677, 1184, 471, 5.83, 16.69
19Jan19_Tst2,02/03/19 17:59, 1232508, 116, 677, 1184, 471, 5.84, 16.69
19Jan19_Tst2,02/03/19 18:01, 1244442, 116, 677, 1184, 471, 5.81, 16.63
19Jan19_Tst2,02/03/19 18:03, 1412594, 116, 677, 1184, 471, 5.82, 16.63
19Jan19_Tst2,02/03/19 18:05, 1296222, 116, 677, 1184, 471, 5.83, 16.63
19Jan19_Tst2,02/03/19 18:07, 1307889, 116, 677, 1184, 471, 5.82, 16.63
19Jan19_Tst2,02/03/19 18:09, 1226680, 116, 677, 1184, 471, 5.81, 16.63
19Jan19_Tst2,02/03/19 18:11, 1293828, 116, 677, 1184, 471, 5.81, 16.63
19Jan19_Tst2,02/03/19 18:14, 1215291, 116, 677, 1184, 471, 5.81, 16.63
19Jan19_Tst2,02/03/19 18:16, 1282630, 116, 676, 1184, 471, 5.81, 16.56
19Jan19_Tst2,02/03/19 18:18, 1263070, 116, 677, 1184, 471, 5.82, 16.63
19Jan19_Tst2,02/03/19 18:20, 1293828, 116, 677, 1184, 471, 5.82, 16.56
19Jan19_Tst2,02/03/19 18:22, 1282630, 116, 677, 1184, 471, 5.83, 16.56
19Jan19_Tst2,02/03/19 18:24, 1296222, 116, 677, 1184, 471, 5.82, 16.56
19Jan19_Tst2,02/03/19 18:26, 1269483, 116, 677, 1184, 471, 5.82, 16.56
19Jan19_Tst2,02/03/19 18:28, 1296222, 116, 676, 1184, 471, 5.81, 16.56
19Jan19_Tst2,02/03/19 18:31, 1269483, 116, 677, 1184, 471, 5.83, 16.56
19Jan19_Tst2,02/03/19 18:33, 1317496, 116, 677, 1184, 471, 5.82, 16.56
19Jan19_Tst2,02/03/19 18:35, 1269483, 116, 677, 1184, 471, 5.81, 16.56
19Jan19_Tst2,02/03/19 18:37, 1303192, 116, 677, 1184, 471, 5.82, 16.56
19Jan19_Tst2,02/03/19 18:39, 1215291, 116, 677, 1184, 471, 5.83, 16.50
19Jan19_Tst2,02/03/19 18:41, 1300798, 116, 677, 1184, 471, 5.82, 16.50
19Jan19_Tst2,02/03/19 18:43, 1238428, 116, 677, 1184, 471, 5.81, 16.50
19Jan19_Tst2,02/03/19 18:46, 1322443, 116, 677, 1184, 471, 5.81, 16.44
19Jan19_Tst2,02/03/19 18:48, 1204245, 116, 677, 1184, 471, 5.81, 16.38
19Jan19_Tst2,02/03/19 18:50, 1312732, 116, 677, 1184, 471, 5.81, 16.38
19Jan19_Tst2,02/03/19 18:52, 1248158, 116, 677, 1184, 471, 5.81, 16.25
19Jan19_Tst2,02/03/19 18:54, 1289368, 116, 677, 1184, 471, 5.82, 16.25
19Jan19_Tst2,02/03/19 18:56, 1204245, 116, 677, 1184, 471, 5.81, 16.25
19Jan19_Tst2,02/03/19 18:58, 1244442, 116, 677, 1184, 471, 5.81, 16.19
19Jan19_Tst2,02/03/19 19:01, 1273608, 116, 677, 1184, 471, 5.81, 16.19
19Jan19_Tst2,02/03/19 19:03, 1312732, 116, 677, 1184, 471, 5.82, 16.19
19Jan19_Tst2,02/03/19 19:05, 1226680, 116, 677, 1184, 471, 5.82, 16.19
19Jan19_Tst2,02/03/19 19:07, 1300798, 116, 677, 1184, 471, 5.80, 16.19
19Jan19_Tst2,02/03/19 19:09, 1224286, 116, 677, 1184, 471, 5.81, 16.19
19Jan19_Tst2,02/03/19 19:11, 1269483, 116, 677, 1184, 471, 5.82, 16.25
19Jan19_Tst2,02/03/19 19:13, 1215291, 116, 677, 1184, 471, 5.80, 16.25
19Jan19_Tst2,02/03/19 19:15, 1282630, 116, 677, 1184, 471, 5.81, 16.31
19Jan19_Tst2,02/03/19 19:18, 1215291, 116, 677, 1184, 471, 5.82, 16.25
19Jan19_Tst2,02/03/19 19:20, 1310283, 116, 677, 1184, 471, 5.81, 16.25
19Jan19_Tst2,02/03/19 19:22, 1269483, 116, 677, 1184, 471, 5.81, 16.31
19Jan19_Tst2,02/03/19 19:24, 1406005, 116, 677, 1184, 471, 5.84, 16.31
19Jan19_Tst2,02/03/19 19:26, 1188284, 116, 677, 1184, 471, 5.80, 16.38
19Jan19_Tst2,02/03/19 19:28, 1238428, 116, 677, 1184, 471, 5.83, 16.44
19Jan19_Tst2,02/03/19 19:30, 1196451, 116, 677, 1184, 471, 5.82, 16.44
19Jan19_Tst2,02/03/19 19:32, 1244442, 116, 677, 1184, 471, 5.81, 16.50
19Jan19_Tst2,02/03/19 19:35, 1188284, 116, 677, 1184, 471, 5.82, 16.50
19Jan19_Tst2,02/03/19 19:37, 1284604, 116, 677, 1184, 471, 5.83, 16.50
19Jan19_Tst2,02/03/19 19:39, 1209726, 116, 677, 1184, 471, 5.80, 16.56
19Jan19_Tst2,02/04/19 04:24, 1377667, 116, 677, 1184, 471, 5.81, 15.06
19Jan19_Tst2,02/04/19 04:27, 1256761, 116, 677, 1184, 471, 5.81, 15.06
19Jan19_Tst2,02/04/19 04:29, 1315102, 116, 677, 1184, 471, 5.82, 15.06
19Jan19_Tst2,02/04/19 04:31, 1263070, 116, 677, 1184, 471, 5.83, 15.13
19Jan19_Tst2,02/04/19 04:33, 1339911, 116, 677, 1184, 471, 5.83, 15.19
19Jan19_Tst2,02/04/19 04:35, 1238428, 116, 677, 1184, 471, 5.81, 15.25
19Jan19_Tst2,02/04/19 04:37, 1317496, 116, 677, 1184, 471, 5.83, 15.31
19Jan19_Tst2,02/04/19 04:39, 1227744, 116, 677, 1185, 471, 5.83, 15.38
19Jan19_Tst2,02/04/19 04:41, 1317496, 116, 677, 1184, 471, 5.83, 15.44
19Jan19_Tst2,02/04/19 04:43, 1230114, 116, 677, 1184, 471, 5.82, 15.50
19Jan19_Tst2,02/04/19 04:46, 1300798, 116, 677, 1184, 471, 5.81, 15.50
19Jan19_Tst2,02/04/19 04:48, 1269483, 116, 677, 1184, 471, 5.81, 15.56
19Jan19_Tst2,02/04/19 04:50, 1263070, 116, 677, 1184, 471, 5.82, 15.63
19Jan19_Tst2,02/04/19 04:52, 1269483, 116, 677, 1184, 471, 5.82, 15.63
19Jan19_Tst2,02/04/19 04:54, 1251997, 116, 677, 1184, 471, 5.83, 15.69
19Jan19_Tst2,02/04/19 04:56, 1276002, 116, 677, 1184, 471, 5.80, 15.69
19Jan19_Tst2,02/04/19 04:58, 1322443, 116, 677, 1184, 471, 5.82, 15.69
19Jan19_Tst2,02/04/19 05:00, 1215291, 116, 677, 1184, 471, 5.83, 15.69
19Jan19_Tst2,02/04/19 05:03, 1324837, 116, 677, 1184, 471, 5.82, 15.75
19Jan19_Tst2,02/04/19 05:05, 1244442, 116, 677, 1184, 471, 5.81, 15.75
19Jan19_Tst2,02/04/19 05:08, 1173012, 116, 677, 1184, 471, 5.81, 15.75
19Jan19_Tst2,02/04/19 05:10, 1269483, 116, 677, 1184, 471, 5.84, 15.75
19Jan19_Tst2,02/04/19 05:12, 1276002, 116, 677, 1184, 471, 5.82, 15.75
19Jan19_Tst2,02/04/19 05:14, 1303192, 116, 677, 1184, 471, 5.82, 15.75
19Jan19_Tst2,02/04/19 05:16, 1256761, 116, 677, 1184, 471, 5.83, 15.69
19Jan19_Tst2,02/04/19 05:18, 1260676, 116, 677, 1184, 471, 5.81, 15.69
19Jan19_Tst2,02/04/19 05:21, 1244442, 116, 677, 1184, 471, 5.83, 15.63
19Jan19_Tst2,02/04/19 05:23, 1394798, 116, 677, 1184, 471, 5.81, 15.63
19Jan19_Tst2,02/04/19 05:25, 1260676, 116, 677, 1184, 471, 5.82, 15.63
19Jan19_Tst2,02/04/19 05:27, 1339911, 116, 677, 1184, 471, 5.82, 15.69
19Jan19_Tst2,02/04/19 06:02, 1263070, 116, 677, 1184, 471, 5.83, 15.63
19Jan19_Tst2,02/04/19 06:09, 1325196, 116, 677, 1184, 471, 5.81, 15.56
19Jan19_Tst2,02/04/19 06:12, 1293828, 116, 677, 1184, 471, 5.81, 15.56
19Jan19_Tst2,02/04/19 06:14, 1178029, 116, 677, 1184, 471, 5.82, 15.56
19Jan19_Tst2,02/04/19 06:16, 1355533, 116, 677, 1184, 471, 5.81, 15.63
19Jan19_Tst2,02/04/19 06:18, 1276002, 116, 677, 1184, 471, 5.82, 15.56
19Jan19_Tst2,02/04/19 06:21, 1397192, 116, 677, 1184, 471, 5.82, 15.56
19Jan19_Tst2,02/04/19 06:23, 1232508, 116, 677, 1184, 471, 5.82, 15.56
19Jan19_Tst2,02/04/19 06:25, 1332307, 116, 677, 1184, 471, 5.82, 15.56
19Jan19_Tst2,02/04/19 09:35, 1289368, 116, 677, 1185, 471, 5.84, 15.69
19Jan19_Tst2,02/04/19 13:33, 1226680, 116, 677, 1184, 471, 5.82, 16.19
19Jan19_Tst2,02/04/19 13:45, 1209726, 116, 677, 1184, 471, 5.81, 16.25
19Jan19_Tst2,02/04/19 13:47, 1332307, 116, 677, 1184, 471, 5.80, 16.31
19Jan19_Tst2,02/04/19 13:49, 1269483, 116, 677, 1184, 471, 5.83, 16.31
19Jan19_Tst2,02/04/19 13:51, 1282630, 116, 677, 1184, 471, 5.83, 16.31
19Jan19_Tst2,02/04/19 13:53, 1315102, 116, 677, 1184, 471, 5.81, 16.31
19Jan19_Tst2,02/04/19 13:55, 1193525, 116, 677, 1184, 471, 5.83, 16.31
19Jan19_Tst2,02/04/19 13:57, 1236034, 116, 677, 1184, 471, 5.83, 16.38
19Jan19_Tst2,02/04/19 13:59, 1212897, 116, 677, 1184, 471, 5.82, 16.38
19Jan19_Tst2,02/04/19 14:01, 1305519, 116, 677, 1184, 471, 5.82, 16.38
19Jan19_Tst2,02/04/19 14:04, 1242048, 116, 677, 1184, 471, 5.83, 16.38
19Jan19_Tst2,02/04/19 14:06, 1286974, 116, 677, 1184, 471, 5.82, 16.38
19Jan19_Tst2,02/04/19 14:08, 1199481, 116, 677, 1184, 471, 5.83, 16.38
19Jan19_Tst2,02/04/19 14:10, 1232508, 116, 677, 1184, 471, 5.82, 16.38
19Jan19_Tst2,02/04/19 14:12, 1269483, 116, 677, 1184, 471, 5.81, 16.38
19Jan19_Tst2,02/04/19 14:14, 1271238, 116, 677, 1184, 471, 5.81, 16.38
19Jan19_Tst2,02/04/19 14:16, 1284604, 116, 677, 1184, 471, 5.82, 16.31
19Jan19_Tst2,02/04/19 15:52, 1282257, 116, 677, 1184, 471, 5.82, 16.44
19Jan19_Tst2,02/04/19 15:54, 1215291, 116, 677, 1184, 471, 5.81, 16.44
19Jan19_Tst2,02/04/19 15:56, 1267089, 116, 677, 1184, 471, 5.83, 16.44
19Jan19_Tst2,02/04/19 15:59, 1315102, 116, 677, 1184, 471, 5.81, 16.44
19Jan19_Tst2,02/04/19 16:01, 1310283, 116, 677, 1184, 471, 5.82, 16.44
19Jan19_Tst2,02/04/19 16:03, 1198845, 116, 677, 1184, 471, 5.83, 16.44
19Jan19_Tst2,02/04/19 16:05, 1300798, 116, 677, 1184, 471, 5.82, 16.44
19Jan19_Tst2,02/04/19 16:07, 1196451, 116, 677, 1184, 471, 5.83, 16.44
19Jan19_Tst2,02/04/19 16:09, 1269483, 116, 677, 1184, 471, 5.83, 16.44
19Jan19_Tst2,02/04/19 16:11, 1178355, 116, 677, 1184, 471, 5.82, 16.44
19Jan19_Tst2,02/04/19 16:13, 1303192, 116, 677, 1184, 471, 5.82, 16.44
19Jan19_Tst2,02/04/19 16:15, 1204245, 116, 677, 1184, 471, 5.80, 16.44
19Jan19_Tst2,02/04/19 16:17, 1267089, 116, 677, 1184, 471, 5.81, 16.44
19Jan19_Tst2,02/04/19 16:20, 1238428, 116, 677, 1184, 471, 5.83, 16.44
19Jan19_Tst2,02/04/19 16:38, 1273608, 116, 677, 1184, 471, 5.84, 16.00
19Jan19_Tst2,02/04/19 17:16, 1226680, 116, 677, 1184, 471, 5.83, 16.25
19Jan19_Tst2,02/04/19 17:20, 1244442, 116, 677, 1184, 471, 5.81, 16.25
19Jan19_Tst2,02/04/19 17:30, 1194081, 116, 677, 1184, 471, 5.81, 16.19
19Jan19_Tst2,02/04/19 17:34, 1296081, 116, 677, 1184, 471, 5.82, 16.19
19Jan19_Tst2,02/04/19 17:41, 1377667, 116, 677, 1184, 471, 5.83, 16.19
19Jan19_Tst2,02/04/19 17:44, 1273608, 116, 677, 1184, 471, 5.83, 16.19
19Jan19_Tst2,02/04/19 17:49, 1263070, 116, 677, 1184, 471, 5.82, 16.13
19Jan19_Tst2,02/04/19 17:53, 1191131, 116, 677, 1184, 471, 5.81, 16.13
19Jan19_Tst2,02/04/19 17:55, 1255959, 116, 677, 1184, 471, 5.81, 16.13
19Jan19_Tst2,02/04/19 18:07, 1239678, 116, 677, 1184, 471, 5.83, 16.13
19Jan19_Tst2,02/04/19 18:10, 1201851, 116, 677, 1184, 471, 5.82, 16.06
19Jan19_Tst2,02/04/19 18:13, 1220942, 116, 677, 1184, 471, 5.81, 16.06
19Jan19_Tst2,02/04/19 18:19, 1212897, 116, 677, 1184, 471, 5.82, 16.13
19Jan19_Tst2,02/04/19 18:22, 1254367, 116, 677, 1184, 471, 5.82, 16.06
19Jan19_Tst2,02/04/19 18:24, 1275519, 116, 677, 1184, 471, 5.83, 16.06
19Jan19_Tst2,02/04/19 18:26, 1250552, 116, 677, 1185, 471, 5.82, 16.13
19Jan19_Tst2,02/04/19 18:28, 1320073, 116, 677, 1184, 471, 5.83, 16.06
19Jan19_Tst2,02/04/19 18:30, 1218548, 116, 677, 1184, 471, 5.81, 16.06
19Jan19_Tst2,02/04/19 18:32, 1273608, 116, 677, 1184, 471, 5.80, 16.00
19Jan19_Tst2,02/04/19 18:35, 1276002, 116, 677, 1184, 471, 5.81, 16.00
19Jan19_Tst2,02/04/19 18:37, 1310283, 116, 677, 1184, 471, 5.81, 15.94
19Jan19_Tst2,02/04/19 18:39, 1276002, 116, 677, 1184, 471, 5.84, 15.94
19Jan19_Tst2,02/04/19 18:41, 1300798, 116, 677, 1184, 471, 5.82, 15.94
19Jan19_Tst2,02/04/19 18:43, 1183119, 116, 677, 1184, 471, 5.81, 15.88
19Jan19_Tst2,02/04/19 18:45, 1251997, 116, 677, 1184, 471, 5.82, 15.88
19Jan19_Tst2,02/04/19 18:49, 1251997, 116, 677, 1184, 471, 5.81, 15.88
19Jan19_Tst2,02/04/19 18:52, 1276002, 116, 677, 1184, 471, 5.80, 15.94
19Jan19_Tst2,02/04/19 18:54, 1238428, 116, 677, 1184, 471, 5.81, 15.94
19Jan19_Tst2,02/04/19 18:59, 1168248, 116, 677, 1184, 471, 5.81, 15.94
19Jan19_Tst2,02/04/19 19:06, 1280236, 116, 677, 1184, 471, 5.83, 15.88
19Jan19_Tst2,02/04/19 19:11, 1251997, 116, 677, 1184, 471, 5.82, 15.94
19Jan19_Tst2,02/04/19 19:15, 1201851, 116, 677, 1184, 471, 5.81, 16.00
19Jan19_Tst2,02/04/19 19:25, 1249650, 116, 677, 1184, 471, 5.82, 16.00
19Jan19_Tst2,02/04/19 19:30, 1329913, 116, 677, 1184, 471, 5.80, 16.00
19Jan19_Tst2,02/04/19 19:36, 1230114, 116, 677, 1184, 471, 5.82, 16.00
19Jan19_Tst2,02/04/19 19:38, 1286974, 116, 677, 1184, 471, 5.83, 16.00
19Jan19_Tst2,02/04/19 19:45, 1242048, 116, 677, 1184, 471, 5.82, 16.00
19Jan19_Tst2,02/04/19 19:48, 1414988, 116, 677, 1184, 471, 5.81, 16.00
19Jan19_Tst2,02/04/19 19:54, 1209726, 116, 677, 1184, 471, 5.81, 15.94
19Jan19_Tst2,02/04/19 19:58, 1256761, 116, 677, 1184, 471, 5.81, 16.00
19Jan19_Tst2,02/04/19 20:00, 1233664, 116, 677, 1184, 471, 5.81, 16.00
19Jan19_Tst2,02/04/19 20:03, 1256761, 116, 677, 1184, 471, 5.83, 16.06
19Jan19_Tst2,02/04/19 20:06, 1312732, 116, 677, 1184, 471, 5.81, 16.00
19Jan19_Tst2,02/04/19 20:09, 1254367, 116, 677, 1184, 471, 5.80, 16.00
19Jan19_Tst2,02/04/19 20:11, 1237331, 116, 677, 1184, 471, 5.82, 15.94
19Jan19_Tst2,02/04/19 20:13, 1282257, 116, 677, 1184, 471, 5.81, 16.00
19Jan19_Tst2,02/04/19 20:15, 1269483, 116, 677, 1184, 471, 5.82, 16.00
19Jan19_Tst2,02/04/19 20:17, 1273608, 116, 677, 1184, 471, 5.82, 16.00
19Jan19_Tst2,02/04/19 20:19, 1238428, 116, 677, 1184, 471, 5.82, 16.00
19Jan19_Tst2,02/04/19 20:21, 1249650, 116, 677, 1184, 471, 5.84, 15.94
19Jan19_Tst2,02/05/19 04:22, 1350769, 116, 677, 1184, 471, 5.83, 14.88
19Jan19_Tst2,02/05/19 04:24, 1207332, 116, 677, 1185, 471, 5.83, 14.88
19Jan19_Tst2,02/05/19 04:27, 1260676, 116, 677, 1184, 471, 5.83, 14.88
19Jan19_Tst2,02/05/19 04:29, 1226680, 116, 677, 1185, 471, 5.82, 14.88
19Jan19_Tst2,02/05/19 04:31, 1345257, 116, 677, 1184, 471, 5.81, 14.94
19Jan19_Tst2,02/05/19 04:33, 1212897, 116, 677, 1184, 471, 5.83, 15.00
19Jan19_Tst2,02/05/19 04:35, 1264266, 116, 677, 1184, 471, 5.82, 15.06
19Jan19_Tst2,02/05/19 04:37, 1207332, 116, 677, 1185, 471, 5.83, 15.13
19Jan19_Tst2,02/05/19 04:39, 1312732, 116, 677, 1184, 471, 5.83, 15.25
19Jan19_Tst2,02/05/19 04:41, 1165673, 116, 677, 1184, 471, 5.81, 15.31
19Jan19_Tst2,02/05/19 04:43, 1256761, 116, 677, 1184, 471, 5.83, 15.38
19Jan19_Tst2,02/05/19 04:45, 1198845, 116, 677, 1184, 471, 5.82, 15.44
19Jan19_Tst2,02/05/19 04:48, 1188284, 116, 677, 1184, 471, 5.83, 15.50
19Jan19_Tst2,02/05/19 04:51, 1264719, 116, 677, 1184, 471, 5.82, 15.50
19Jan19_Tst2,02/05/19 04:53, 1250552, 116, 677, 1184, 471, 5.82, 15.56
19Jan19_Tst2,02/05/19 04:55, 1296081, 116, 677, 1184, 471, 5.81, 15.56
19Jan19_Tst2,02/05/19 04:57, 1250552, 116, 677, 1184, 471, 5.83, 15.63
19Jan19_Tst2,02/05/19 04:59, 1300798, 116, 677, 1184, 471, 5.82, 15.63
19Jan19_Tst2,02/05/19 05:01, 1256761, 116, 677, 1184, 471, 5.82, 15.63
19Jan19_Tst2,02/05/19 05:03, 1337517, 116, 676, 1184, 471, 5.83, 15.69
19Jan19_Tst2,02/05/19 05:05, 1226680, 116, 677, 1184, 471, 5.84, 15.69
19Jan19_Tst2,02/05/19 05:07, 1296222, 116, 677, 1184, 471, 5.82, 15.69
